country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Denmark,DK,DNK,5806081,,0,2020-08-08,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,7,2020-06-20,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,0,2020-02-21,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,2,2020-07-28,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,17,2020-05-24,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-02-09,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-03-21,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,0,2020-02-08,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-01-30,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-08-19,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-01-25,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-02-02,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,2020-02-19,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-07-17,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,52,2020-09-25,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,93,2020-03-31,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,2020-03-04,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-08-21,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,19,2020-04-10,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-06-20,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,2020-02-14,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,5,2020-04-28,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-06-29,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-09-05,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-05-08,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-02-28,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-04-05,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-01-14,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-08-28,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-05-26,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-02-25,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,1,2020-03-17,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,231,2020-03-26,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-06-11,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-02-04,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,114,2020-09-04,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,2020-02-25,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-03-07,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,5,2020-07-14,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,0,2020-01-03,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,75,2020-05-04,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-06-28,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,8,2020-05-26,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-01-11,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,1,2020-09-26,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-09-07,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,2,2020-04-18,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,1,2020-10-18,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-03-04,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,1,2020-06-21,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-07-22,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,1,2020-03-21,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,60,2020-10-19,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-03-09,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-02-04,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-05-07,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,5,2020-06-22,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-09-29,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-07-14,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,3,2020-09-27,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,73,2020-05-07,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,21,2020-07-29,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-05-22,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-08-17,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,9,2020-04-25,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,2020-02-08,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-01-07,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,119,2020-05-17,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,5,2020-06-05,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-06-10,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-09-28,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,29,2020-10-22,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-04-24,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,2020-03-21,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,0,2020-01-27,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-10-09,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,2,2020-09-12,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-05-19,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-01-19,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,15,2020-06-15,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-04-27,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,5,2020-07-26,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,4,2020-06-15,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,28,2020-05-30,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,0,2020-05-24,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-05-14,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,15,2020-09-25,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-02-06,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-01-09,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-04-12,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-01-04,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-02-17,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,14,2020-05-04,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-10-23,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,12,2020-08-10,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-06-03,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,7,2020-06-10,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,1,2020-05-03,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,4,2020-04-24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,2020-10-03,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,10,2020-05-22,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,0,2020-03-22,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-01-10,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,2,2020-08-29,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,13,2020-08-25,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,4,2020-04-05,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,2020-07-31,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-03-14,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,2020-10-19,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-03-17,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,27,2020-07-04,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,2,2020-07-01,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,141,2020-03-29,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,0,2020-01-03,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-01-16,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,1,2020-04-13,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-08-30,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,3,2020-07-24,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,216,2020-07-02,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,0,2020-03-09,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-08-12,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,11,2020-08-15,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,2020-10-22,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-01-22,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-10-06,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,2020-02-26,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,1,2020-09-13,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-09-28,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-05-26,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,2020-05-30,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,0,2020-02-13,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,2020-03-09,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,2020-01-10,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,2020-09-26,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,243,2020-05-09,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-02-20,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-10-21,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-05-26,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-03-12,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-07-30,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,9,2020-08-13,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,1,2020-04-04,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-10-16,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-07-19,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-09-06,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,0,2020-02-23,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,119,2020-05-24,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,10,2020-08-02,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,3,2020-05-16,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-02-18,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,2020-03-07,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-07-07,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,1,2020-03-13,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,9,2020-06-09,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,2020-07-25,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,3,2020-04-17,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-01-21,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-02-20,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-08-04,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-03-02,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-09-02,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,0,2020-01-05,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,224,2020-10-24,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-07-02,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,2020-02-05,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-06-27,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,7,2020-05-28,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,23,2020-06-02,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-06-07,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-01-30,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,8,2020-04-03,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,0,2020-01-19,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,2020-03-03,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,1,2020-09-15,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,3,2020-09-29,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-07-20,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-01-12,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-01-27,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-06-28,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,9,2020-04-23,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-03-30,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-01-23,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-04-04,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,85,2020-07-28,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-03-10,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,11,2020-06-01,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,12,2020-05-16,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-09-06,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-07-28,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-08-09,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-09-12,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,88,2020-06-05,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-01-31,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,6,2020-07-24,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,350,2020-05-16,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,2020-01-08,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,12,2020-08-12,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,2020-07-03,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,2020-01-31,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,10,2020-05-19,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-06-16,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-05-25,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-07-07,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,2020-06-28,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-05-18,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-03-14,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,4,2020-06-30,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,3,2020-04-09,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,0,2020-02-04,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-06-12,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,8,2020-06-21,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,3,2020-08-05,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,162,2020-05-20,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,2,2020-04-13,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-03-22,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,4,2020-10-21,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,7,2020-04-20,"Epidemic intelligence, national daily data"
